name,capital_fund,registered_address,num_employees_updates,established_year_month,category_count,main_category_name,basic_score
株式会社愛吹グループ,5000000.0,岩手県花巻市東和町土沢６区１１３番地４,"[{""date"":""2023-03-01"",""num"":""15""},{""date"":""2023-04-01"",""num"":""16""},{""date"":""2023-05-01"",""num"":""16""},{""date"":""2023-06-01"",""num"":""14""},{""date"":""2023-07-01"",""num"":""14""},{""date"":""2023-08-01"",""num"":""14""},{""date"":""2023-09-01"",""num"":""14""},{""date"":""2023-10-01"",""num"":""14""},{""date"":""2023-11-01"",""num"":""14""},{""date"":""2023-12-01"",""num"":""14""},{""date"":""2024-01-01"",""num"":""14""},{""date"":""2024-02-01"",""num"":""14""},{""date"":""2024-03-01"",""num"":""14""},{""date"":""2024-04-01"",""num"":""12""}]",2012,2,居住用リフォーム業界の会社,211
株式会社フォトランドセンター,20000000.0,大阪府大阪市東淀川区淡路４丁目９番１３号,"[{""date"":""2023-03-01"",""num"":""7""},{""date"":""2023-05-01"",""num"":""7""},{""date"":""2023-06-01"",""num"":""7""},{""date"":""2023-07-01"",""num"":""7""},{""date"":""2023-08-01"",""num"":""7""},{""date"":""2023-09-01"",""num"":""7""},{""date"":""2023-10-01"",""num"":""7""},{""date"":""2023-11-01"",""num"":""7""},{""date"":""2023-12-01"",""num"":""7""},{""date"":""2024-01-01"",""num"":""7""},{""date"":""2024-02-01"",""num"":""7""},{""date"":""2024-03-01"",""num"":""7""},{""date"":""2024-04-01"",""num"":""7""}]",1995,2,その他小売業界の会社,195
株式会社多岐産業,20000000.0,大阪府高槻市前島５丁目４９５番の６,"[{""date"":""2023-03-01"",""num"":""21""},{""date"":""2023-04-01"",""num"":""20""},{""date"":""2023-05-01"",""num"":""20""},{""date"":""2023-06-01"",""num"":""20""},{""date"":""2023-07-01"",""num"":""20""},{""date"":""2023-08-01"",""num"":""20""},{""date"":""2023-09-01"",""num"":""20""},{""date"":""2023-10-01"",""num"":""20""},{""date"":""2023-11-01"",""num"":""22""},{""date"":""2023-12-01"",""num"":""22""},{""date"":""2024-01-01"",""num"":""23""},{""date"":""2024-02-01"",""num"":""23""},{""date"":""2024-03-01"",""num"":""23""},{""date"":""2024-04-01"",""num"":""23""}]",1991,4,廃棄物収集・運搬業界の会社,141
株式会社Ｍｕｍｅ,,京都府京都市東山区新門前通大和大路東入３丁目梅本町２６１,"[{""date"":""2023-03-01"",""num"":""4""},{""date"":""2023-04-01"",""num"":""5""},{""date"":""2023-05-01"",""num"":""4""},{""date"":""2023-06-01"",""num"":""4""},{""date"":""2023-07-01"",""num"":""4""},{""date"":""2023-08-01"",""num"":""5""},{""date"":""2023-09-01"",""num"":""5""},{""date"":""2023-10-01"",""num"":""4""},{""date"":""2023-11-01"",""num"":""3""},{""date"":""2023-12-01"",""num"":""3""},{""date"":""2024-01-01"",""num"":""3""},{""date"":""2024-02-01"",""num"":""3""},{""date"":""2024-03-01"",""num"":""3""},{""date"":""2024-04-01"",""num"":""3""}]",2008,4,ホテル・旅館業界の会社,142
株式会社針生承一建築研究所,,宮城県仙台市青葉区上杉１丁目１０番２５－５０１号,"[{""date"":""2023-03-01"",""num"":""3""},{""date"":""2023-04-01"",""num"":""3""},{""date"":""2023-05-01"",""num"":""3""},{""date"":""2023-06-01"",""num"":""3""},{""date"":""2023-07-01"",""num"":""3""},{""date"":""2023-08-01"",""num"":""3""},{""date"":""2023-09-01"",""num"":""3""},{""date"":""2023-10-01"",""num"":""3""},{""date"":""2023-11-01"",""num"":""3""},{""date"":""2023-12-01"",""num"":""3""},{""date"":""2024-01-01"",""num"":""3""},{""date"":""2024-02-01"",""num"":""3""},{""date"":""2024-03-01"",""num"":""3""},{""date"":""2024-04-01"",""num"":""3""}]",1981,1,土木・建築設計業界の会社,175
有限会社木の家工房,5200000.0,山梨県山梨市上石森１１３番地６,"[{""date"":""2023-03-01"",""num"":""2""},{""date"":""2023-04-01"",""num"":""2""},{""date"":""2023-05-01"",""num"":""2""},{""date"":""2023-06-01"",""num"":""2""},{""date"":""2023-07-01"",""num"":""2""},{""date"":""2023-08-01"",""num"":""2""},{""date"":""2023-09-01"",""num"":""2""},{""date"":""2023-10-01"",""num"":""2""},{""date"":""2023-11-01"",""num"":""2""},{""date"":""2023-12-01"",""num"":""2""},{""date"":""2024-01-01"",""num"":""2""},{""date"":""2024-02-01"",""num"":""2""},{""date"":""2024-03-01"",""num"":""2""},{""date"":""2024-04-01"",""num"":""2""}]",2004,3,注文型住宅建築業界の会社,167
有限会社エムアイ・トランスポートサービス,7000000.0,三重県三重郡菰野町大字宿野９４番地６,"[{""date"":""2023-03-01"",""num"":""31""},{""date"":""2023-04-01"",""num"":""31""},{""date"":""2023-05-01"",""num"":""32""},{""date"":""2023-06-01"",""num"":""32""},{""date"":""2023-07-01"",""num"":""32""},{""date"":""2023-08-01"",""num"":""32""},{""date"":""2023-09-01"",""num"":""32""},{""date"":""2023-10-01"",""num"":""32""},{""date"":""2023-11-01"",""num"":""32""},{""date"":""2023-12-01"",""num"":""32""},{""date"":""2024-01-01"",""num"":""33""},{""date"":""2024-02-01"",""num"":""34""},{""date"":""2024-03-01"",""num"":""35""},{""date"":""2024-04-01"",""num"":""35""}]",1998,2,一般貨物輸送業界の会社,139
株式会社アオキファーマシー,,岩手県盛岡市中ノ橋通１丁目１４番９号,"[{""date"":""2023-03-01"",""num"":""61""},{""date"":""2023-04-01"",""num"":""61""},{""date"":""2023-05-01"",""num"":""61""},{""date"":""2023-06-01"",""num"":""61""},{""date"":""2023-07-01"",""num"":""60""},{""date"":""2023-08-01"",""num"":""60""},{""date"":""2023-09-01"",""num"":""61""},{""date"":""2023-10-01"",""num"":""61""},{""date"":""2023-11-01"",""num"":""61""},{""date"":""2023-12-01"",""num"":""61""},{""date"":""2024-01-01"",""num"":""62""},{""date"":""2024-02-01"",""num"":""62""},{""date"":""2024-03-01"",""num"":""62""},{""date"":""2024-04-01"",""num"":""66""}]",1993,1,調剤薬局業界の会社,110
株式会社ＮＴＴデータ・エム・シー・エス,30000000.0,千葉県松戸市松戸２０５９番地,"[{""date"":""2023-03-01"",""num"":""106""},{""date"":""2023-05-01"",""num"":""106""},{""date"":""2023-06-01"",""num"":""112""},{""date"":""2023-07-01"",""num"":""112""},{""date"":""2023-08-01"",""num"":""112""},{""date"":""2023-09-01"",""num"":""110""},{""date"":""2023-10-01"",""num"":""111""},{""date"":""2023-11-01"",""num"":""112""},{""date"":""2023-12-01"",""num"":""112""},{""date"":""2024-01-01"",""num"":""112""},{""date"":""2024-02-01"",""num"":""111""},{""date"":""2024-03-01"",""num"":""110""},{""date"":""2024-04-01"",""num"":""110""}]",1973,3,システム開発業界の会社,139
株式会社とめ太郎,,香川県綾歌郡綾川町萱原１４番地３,"[{""date"":""2023-03-01"",""num"":""28""},{""date"":""2023-05-01"",""num"":""31""},{""date"":""2023-06-01"",""num"":""31""},{""date"":""2023-07-01"",""num"":""31""},{""date"":""2023-08-01"",""num"":""33""},{""date"":""2023-09-01"",""num"":""33""},{""date"":""2023-10-01"",""num"":""34""},{""date"":""2023-11-01"",""num"":""35""},{""date"":""2023-12-01"",""num"":""35""},{""date"":""2024-01-01"",""num"":""35""},{""date"":""2024-02-01"",""num"":""37""},{""date"":""2024-03-01"",""num"":""36""},{""date"":""2024-04-01"",""num"":""35""}]",2009,2,金属系建材製造業界の会社,131
株式会社ニチカン,10000000.0,大阪府大阪市福島区吉野１丁目１６番１１号,"[{""date"":""2023-03-01"",""num"":""13""},{""date"":""2023-04-01"",""num"":""13""},{""date"":""2023-05-01"",""num"":""13""},{""date"":""2023-06-01"",""num"":""13""},{""date"":""2023-07-01"",""num"":""14""},{""date"":""2023-08-01"",""num"":""14""},{""date"":""2023-09-01"",""num"":""15""},{""date"":""2023-11-01"",""num"":""14""},{""date"":""2023-12-01"",""num"":""14""},{""date"":""2024-01-01"",""num"":""14""},{""date"":""2024-02-01"",""num"":""14""},{""date"":""2024-03-01"",""num"":""14""},{""date"":""2024-04-01"",""num"":""14""}]",1966,2,金属製品製造業界の会社,157
大森電子株式会社,20000000.0,神奈川県横浜市都筑区東山田町１番地,"[{""date"":""2023-03-01"",""num"":""147""},{""date"":""2023-04-01"",""num"":""148""},{""date"":""2023-05-01"",""num"":""146""},{""date"":""2023-06-01"",""num"":""149""},{""date"":""2023-07-01"",""num"":""148""},{""date"":""2023-08-01"",""num"":""146""},{""date"":""2023-09-01"",""num"":""146""},{""date"":""2023-10-01"",""num"":""144""},{""date"":""2023-11-01"",""num"":""143""},{""date"":""2023-12-01"",""num"":""143""},{""date"":""2024-01-01"",""num"":""143""},{""date"":""2024-02-01"",""num"":""143""},{""date"":""2024-03-01"",""num"":""142""},{""date"":""2024-04-01"",""num"":""142""}]",1982,1,電子部品製造業界の会社,147
株式会社キング製作所,20000000.0,大阪府吹田市南吹田１丁目１１番５号,"[{""date"":""2023-03-01"",""num"":""7""},{""date"":""2023-04-01"",""num"":""7""},{""date"":""2023-05-01"",""num"":""7""},{""date"":""2023-06-01"",""num"":""7""},{""date"":""2023-07-01"",""num"":""7""},{""date"":""2023-08-01"",""num"":""8""},{""date"":""2023-09-01"",""num"":""7""},{""date"":""2023-10-01"",""num"":""7""},{""date"":""2023-11-01"",""num"":""7""},{""date"":""2023-12-01"",""num"":""7""},{""date"":""2024-01-01"",""num"":""7""},{""date"":""2024-02-01"",""num"":""7""},{""date"":""2024-03-01"",""num"":""7""},{""date"":""2024-04-01"",""num"":""7""}]",1969,3,試験機製造業界の会社,159
日本ボールドウイン株式会社,,東京都港区芝浦４丁目９番２５号芝浦スクエアビル,"[{""date"":""2023-03-01"",""num"":""93""},{""date"":""2023-04-01"",""num"":""93""},{""date"":""2023-05-01"",""num"":""94""},{""date"":""2023-06-01"",""num"":""94""},{""date"":""2023-07-01"",""num"":""93""},{""date"":""2023-08-01"",""num"":""93""},{""date"":""2023-09-01"",""num"":""93""},{""date"":""2023-10-01"",""num"":""91""},{""date"":""2023-11-01"",""num"":""90""},{""date"":""2023-12-01"",""num"":""90""},{""date"":""2024-01-01"",""num"":""89""},{""date"":""2024-02-01"",""num"":""89""},{""date"":""2024-03-01"",""num"":""89""},{""date"":""2024-04-01"",""num"":""89""}]",1968,2,その他機械専門商社業界の会社,289
株式会社キーストーン,,東京都千代田区岩本町２丁目１３番１１号,"[{""date"":""2023-03-01"",""num"":""0""},{""date"":""2023-04-01"",""num"":""0""},{""date"":""2023-05-01"",""num"":""0""},{""date"":""2023-06-01"",""num"":""0""},{""date"":""2023-07-01"",""num"":""0""},{""date"":""2023-08-01"",""num"":""0""},{""date"":""2023-09-01"",""num"":""0""},{""date"":""2023-10-01"",""num"":""0""},{""date"":""2023-11-01"",""num"":""0""},{""date"":""2023-12-01"",""num"":""0""},{""date"":""2024-01-01"",""num"":""0""},{""date"":""2024-02-01"",""num"":""0""}]",2013,1,Webサービス・アプリ運営業界の会社,205
株式会社生き活き倶楽部,,大阪府大阪市天王寺区寺田町２丁目６番２号東大阪ビル４階,"[{""date"":""2023-03-01"",""num"":""3""},{""date"":""2023-04-01"",""num"":""3""},{""date"":""2023-05-01"",""num"":""3""},{""date"":""2023-06-01"",""num"":""3""},{""date"":""2023-07-01"",""num"":""3""},{""date"":""2023-08-01"",""num"":""3""},{""date"":""2023-09-01"",""num"":""3""},{""date"":""2023-10-01"",""num"":""3""},{""date"":""2023-11-01"",""num"":""3""},{""date"":""2023-12-01"",""num"":""3""},{""date"":""2024-01-01"",""num"":""3""},{""date"":""2024-02-01"",""num"":""3""},{""date"":""2024-03-01"",""num"":""3""},{""date"":""2024-04-01"",""num"":""3""}]",2012,2,食品店業界の会社,210
有限会社木村製茶,3000000.0,滋賀県大津市蓮池町６番１３号,"[{""date"":""2023-03-01"",""num"":""1""},{""date"":""2023-04-01"",""num"":""1""},{""date"":""2023-05-01"",""num"":""1""},{""date"":""2023-06-01"",""num"":""1""},{""date"":""2023-07-01"",""num"":""1""},{""date"":""2023-08-01"",""num"":""1""},{""date"":""2023-09-01"",""num"":""1""},{""date"":""2023-10-01"",""num"":""1""},{""date"":""2023-11-01"",""num"":""1""},{""date"":""2023-12-01"",""num"":""1""},{""date"":""2024-01-01"",""num"":""1""},{""date"":""2024-02-01"",""num"":""1""},{""date"":""2024-03-01"",""num"":""1""},{""date"":""2024-04-01"",""num"":""1""}]",2000,3,食品店業界の会社,197
長栄建設工業株式会社,20000000.0,埼玉県草加市長栄２丁目３６番地３４,"[{""date"":""2023-03-01"",""num"":""12""},{""date"":""2023-04-01"",""num"":""13""},{""date"":""2023-05-01"",""num"":""13""},{""date"":""2023-06-01"",""num"":""15""},{""date"":""2023-07-01"",""num"":""15""},{""date"":""2023-08-01"",""num"":""15""},{""date"":""2023-09-01"",""num"":""17""},{""date"":""2023-10-01"",""num"":""17""},{""date"":""2023-11-01"",""num"":""17""},{""date"":""2023-12-01"",""num"":""15""},{""date"":""2024-01-01"",""num"":""15""},{""date"":""2024-02-01"",""num"":""15""},{""date"":""2024-03-01"",""num"":""15""},{""date"":""2024-04-01"",""num"":""16""}]",1984,5,交通関連土木工事業界の会社,173
有限会社一好社製本,3000000.0,東京都荒川区西尾久７丁目５１番８号,"[{""date"":""2023-12-01"",""num"":""1""},{""date"":""2024-01-01"",""num"":""1""},{""date"":""2024-02-01"",""num"":""1""},{""date"":""2024-03-01"",""num"":""1""},{""date"":""2024-04-01"",""num"":""1""}]",1969,1,紙媒体印刷業界の会社,222
インテリアカネナガ株式会社,10000000.0,山口県光市室積中央町２番３号,"[{""date"":""2023-03-01"",""num"":""2""},{""date"":""2023-04-01"",""num"":""2""},{""date"":""2023-05-01"",""num"":""2""},{""date"":""2023-06-01"",""num"":""2""},{""date"":""2023-07-01"",""num"":""2""},{""date"":""2023-08-01"",""num"":""2""},{""date"":""2023-09-01"",""num"":""2""},{""date"":""2023-10-01"",""num"":""2""},{""date"":""2023-11-01"",""num"":""2""},{""date"":""2023-12-01"",""num"":""2""},{""date"":""2024-01-01"",""num"":""2""},{""date"":""2024-02-01"",""num"":""2""},{""date"":""2024-03-01"",""num"":""2""},{""date"":""2024-04-01"",""num"":""2""}]",1968,2,家具販売業界の会社,172
株式会社栄太楼,,福井県福井市二の宮４丁目４番５号,"[{""date"":""2023-03-01"",""num"":""6""},{""date"":""2023-04-01"",""num"":""6""},{""date"":""2023-05-01"",""num"":""6""},{""date"":""2023-07-01"",""num"":""6""},{""date"":""2023-08-01"",""num"":""5""},{""date"":""2023-09-01"",""num"":""5""},{""date"":""2023-10-01"",""num"":""5""},{""date"":""2023-11-01"",""num"":""5""},{""date"":""2023-12-01"",""num"":""5""},{""date"":""2024-01-01"",""num"":""5""},{""date"":""2024-02-01"",""num"":""5""},{""date"":""2024-03-01"",""num"":""5""},{""date"":""2024-04-01"",""num"":""5""}]",1999,1,和菓子業界の会社,153
株式会社コバック,10000000.0,兵庫県芦屋市打出町１番６号,"[{""date"":""2023-03-01"",""num"":""7""},{""date"":""2023-04-01"",""num"":""6""},{""date"":""2023-05-01"",""num"":""6""},{""date"":""2023-06-01"",""num"":""6""},{""date"":""2023-07-01"",""num"":""5""},{""date"":""2023-08-01"",""num"":""5""},{""date"":""2023-09-01"",""num"":""5""},{""date"":""2023-10-01"",""num"":""5""},{""date"":""2023-11-01"",""num"":""5""},{""date"":""2023-12-01"",""num"":""5""},{""date"":""2024-01-01"",""num"":""5""},{""date"":""2024-02-01"",""num"":""5""},{""date"":""2024-03-01"",""num"":""5""},{""date"":""2024-04-01"",""num"":""5""}]",2000,2,事業用リフォーム業界の会社,171
有限会社みにむ,,栃木県足利市田中町９１１番１号,"[{""date"":""2023-03-01"",""num"":""1""},{""date"":""2023-04-01"",""num"":""1""},{""date"":""2023-05-01"",""num"":""1""},{""date"":""2023-06-01"",""num"":""1""},{""date"":""2023-07-01"",""num"":""1""},{""date"":""2023-08-01"",""num"":""1""},{""date"":""2023-09-01"",""num"":""1""},{""date"":""2023-10-01"",""num"":""1""},{""date"":""2023-11-01"",""num"":""1""},{""date"":""2023-12-01"",""num"":""1""},{""date"":""2024-01-01"",""num"":""1""},{""date"":""2024-02-01"",""num"":""1""},{""date"":""2024-03-01"",""num"":""1""}]",1980,2,雑誌出版業界の会社,171
有限会社和光商事,3000000.0,大阪府羽曳野市樫山３２１番地,"[{""date"":""2023-03-01"",""num"":""11""},{""date"":""2023-04-01"",""num"":""11""},{""date"":""2023-05-01"",""num"":""11""},{""date"":""2023-06-01"",""num"":""11""},{""date"":""2023-07-01"",""num"":""11""},{""date"":""2023-08-01"",""num"":""11""},{""date"":""2023-09-01"",""num"":""11""},{""date"":""2023-10-01"",""num"":""11""},{""date"":""2023-11-01"",""num"":""11""},{""date"":""2023-12-01"",""num"":""11""},{""date"":""2024-01-01"",""num"":""11""},{""date"":""2024-02-01"",""num"":""11""},{""date"":""2024-03-01"",""num"":""11""},{""date"":""2024-04-01"",""num"":""11""}]",2000,1,住宅・事業所向け設備業界の会社,195
株式会社中沢ヴィレッジ,10000000.0,群馬県吾妻郡草津町大字草津６１８番地,"[{""date"":""2023-03-01"",""num"":""180""},{""date"":""2023-04-01"",""num"":""180""},{""date"":""2023-05-01"",""num"":""176""},{""date"":""2023-06-01"",""num"":""185""},{""date"":""2023-07-01"",""num"":""190""},{""date"":""2023-08-01"",""num"":""198""},{""date"":""2023-09-01"",""num"":""197""},{""date"":""2023-10-01"",""num"":""197""},{""date"":""2023-11-01"",""num"":""202""},{""date"":""2023-12-01"",""num"":""194""},{""date"":""2024-01-01"",""num"":""196""},{""date"":""2024-02-01"",""num"":""192""},{""date"":""2024-03-01"",""num"":""188""},{""date"":""2024-04-01"",""num"":""185""}]",1967,1,ホテル・旅館業界の会社,139
有限会社アプテック,3000000.0,岐阜県羽島市竹鼻町狐穴１９２５番地３,"[{""date"":""2023-03-01"",""num"":""2""},{""date"":""2023-04-01"",""num"":""2""},{""date"":""2023-05-01"",""num"":""2""},{""date"":""2023-06-01"",""num"":""2""},{""date"":""2023-07-01"",""num"":""2""},{""date"":""2023-08-01"",""num"":""2""},{""date"":""2023-09-01"",""num"":""2""},{""date"":""2023-10-01"",""num"":""2""},{""date"":""2023-11-01"",""num"":""2""},{""date"":""2023-12-01"",""num"":""2""},{""date"":""2024-01-01"",""num"":""2""},{""date"":""2024-02-01"",""num"":""2""},{""date"":""2024-03-01"",""num"":""2""},{""date"":""2024-04-01"",""num"":""2""}]",1999,1,システム受託開発業界の会社,183
株式会社アティ,40000000.0,埼玉県所沢市北所沢町２２４２番地８,"[{""date"":""2023-03-01"",""num"":""21""},{""date"":""2023-05-01"",""num"":""21""},{""date"":""2023-06-01"",""num"":""21""},{""date"":""2023-07-01"",""num"":""21""},{""date"":""2023-08-01"",""num"":""21""},{""date"":""2023-09-01"",""num"":""21""},{""date"":""2023-10-01"",""num"":""20""},{""date"":""2023-11-01"",""num"":""20""},{""date"":""2023-12-01"",""num"":""20""},{""date"":""2024-01-01"",""num"":""20""},{""date"":""2024-02-01"",""num"":""20""},{""date"":""2024-03-01"",""num"":""21""},{""date"":""2024-04-01"",""num"":""21""}]",1999,1,その他土木工事業界の会社,181
有限会社ミレニアムテクノロジーインク,3000000.0,大阪府大阪市淀川区西中島４丁目１１番２７号,"[{""date"":""2023-03-01"",""num"":""12""},{""date"":""2023-04-01"",""num"":""12""},{""date"":""2023-05-01"",""num"":""12""},{""date"":""2023-06-01"",""num"":""12""},{""date"":""2023-07-01"",""num"":""12""},{""date"":""2023-08-01"",""num"":""14""},{""date"":""2023-09-01"",""num"":""14""},{""date"":""2023-11-01"",""num"":""13""},{""date"":""2023-12-01"",""num"":""13""},{""date"":""2024-01-01"",""num"":""14""},{""date"":""2024-02-01"",""num"":""14""},{""date"":""2024-03-01"",""num"":""14""},{""date"":""2024-04-01"",""num"":""14""}]",1998,2,電子部品専門商社業界の会社,187
有限会社サカイフーズ,3000000.0,福島県石川郡浅川町大字山白石字本内２３番地,"[{""date"":""2023-03-01"",""num"":""19""},{""date"":""2023-04-01"",""num"":""19""},{""date"":""2023-05-01"",""num"":""19""},{""date"":""2023-06-01"",""num"":""19""},{""date"":""2023-07-01"",""num"":""19""},{""date"":""2023-08-01"",""num"":""19""},{""date"":""2023-09-01"",""num"":""19""},{""date"":""2023-10-01"",""num"":""19""},{""date"":""2023-11-01"",""num"":""19""},{""date"":""2023-12-01"",""num"":""19""},{""date"":""2024-01-01"",""num"":""19""},{""date"":""2024-02-01"",""num"":""19""},{""date"":""2024-03-01"",""num"":""19""},{""date"":""2024-04-01"",""num"":""19""}]",1999,1,食肉・卵専門商社業界の会社,95
株式会社ホステック,98000000.0,長野県諏訪市大字中洲４７８０番地４,"[{""date"":""2023-03-01"",""num"":""36""},{""date"":""2023-04-01"",""num"":""36""},{""date"":""2023-05-01"",""num"":""37""},{""date"":""2023-06-01"",""num"":""37""},{""date"":""2023-07-01"",""num"":""36""},{""date"":""2023-08-01"",""num"":""36""},{""date"":""2023-09-01"",""num"":""35""},{""date"":""2023-10-01"",""num"":""34""},{""date"":""2023-11-01"",""num"":""34""},{""date"":""2023-12-01"",""num"":""34""},{""date"":""2024-01-01"",""num"":""33""},{""date"":""2024-02-01"",""num"":""33""},{""date"":""2024-03-01"",""num"":""33""},{""date"":""2024-04-01"",""num"":""33""}]",2008,1,水処理機械製造業界の会社,271
日本交通株式会社,,鳥取県鳥取市雲山２１９番地,"[{""date"":""2023-03-01"",""num"":""112""},{""date"":""2023-04-01"",""num"":""111""},{""date"":""2023-05-01"",""num"":""111""},{""date"":""2023-06-01"",""num"":""112""},{""date"":""2023-07-01"",""num"":""111""},{""date"":""2023-08-01"",""num"":""110""},{""date"":""2023-09-01"",""num"":""109""},{""date"":""2023-10-01"",""num"":""109""},{""date"":""2023-11-01"",""num"":""109""},{""date"":""2023-12-01"",""num"":""110""},{""date"":""2024-01-01"",""num"":""109""},{""date"":""2024-02-01"",""num"":""110""},{""date"":""2024-03-01"",""num"":""108""},{""date"":""2024-04-01"",""num"":""107""}]",1948,2,タクシー業界の会社,164
株式会社エヌ・エフ・エー,,岡山県岡山市南区内尾２８５番地９,"[{""date"":""2023-03-01"",""num"":""5""},{""date"":""2023-04-01"",""num"":""5""},{""date"":""2023-05-01"",""num"":""5""},{""date"":""2023-06-01"",""num"":""5""},{""date"":""2023-07-01"",""num"":""5""},{""date"":""2023-08-01"",""num"":""5""},{""date"":""2023-09-01"",""num"":""5""},{""date"":""2023-11-01"",""num"":""5""},{""date"":""2023-12-01"",""num"":""5""},{""date"":""2024-01-01"",""num"":""5""},{""date"":""2024-02-01"",""num"":""5""},{""date"":""2024-03-01"",""num"":""5""},{""date"":""2024-04-01"",""num"":""5""}]",1990,4,新車販売業界の会社,191
有限会社加藤畳店,3000000.0,神奈川県横浜市港南区日野７丁目４番１３号,"[{""date"":""2023-03-01"",""num"":""2""},{""date"":""2023-05-01"",""num"":""2""},{""date"":""2023-06-01"",""num"":""2""},{""date"":""2023-07-01"",""num"":""2""},{""date"":""2023-08-01"",""num"":""2""},{""date"":""2023-09-01"",""num"":""5""},{""date"":""2023-10-01"",""num"":""2""},{""date"":""2023-11-01"",""num"":""2""},{""date"":""2023-12-01"",""num"":""2""},{""date"":""2024-01-01"",""num"":""2""},{""date"":""2024-02-01"",""num"":""2""},{""date"":""2024-03-01"",""num"":""2""},{""date"":""2024-04-01"",""num"":""2""}]",1971,1,住宅・事業所向け設備業界の会社,205
有限会社ユニーク・ブレーン,3000000.0,宮崎県延岡市平原町５丁目６９５番地３,"[{""date"":""2023-03-01"",""num"":""15""},{""date"":""2023-04-01"",""num"":""15""},{""date"":""2023-06-01"",""num"":""14""},{""date"":""2023-07-01"",""num"":""14""},{""date"":""2023-08-01"",""num"":""14""},{""date"":""2023-09-01"",""num"":""14""},{""date"":""2023-10-01"",""num"":""14""},{""date"":""2023-11-01"",""num"":""13""},{""date"":""2023-12-01"",""num"":""13""},{""date"":""2024-01-01"",""num"":""13""},{""date"":""2024-02-01"",""num"":""13""},{""date"":""2024-03-01"",""num"":""13""},{""date"":""2024-04-01"",""num"":""13""}]",1985,1,イベント業界の会社,151
東洋貿易株式会社,10000000.0,北海道札幌市中央区南八条西１４丁目１番２－１０１号,"[{""date"":""2023-03-01"",""num"":""1""},{""date"":""2023-04-01"",""num"":""1""},{""date"":""2023-05-01"",""num"":""3""},{""date"":""2023-06-01"",""num"":""1""},{""date"":""2023-07-01"",""num"":""1""},{""date"":""2023-08-01"",""num"":""1""},{""date"":""2023-09-01"",""num"":""1""},{""date"":""2023-10-01"",""num"":""1""},{""date"":""2023-11-01"",""num"":""1""},{""date"":""2023-12-01"",""num"":""1""},{""date"":""2024-01-01"",""num"":""0""},{""date"":""2024-02-01"",""num"":""0""},{""date"":""2024-03-01"",""num"":""0""},{""date"":""2024-04-01"",""num"":""0""}]",2011,1,水産業界の会社,250
株式会社マッセ,,大阪府東大阪市西堤本通東２丁目１番１２号,"[{""date"":""2023-03-01"",""num"":""5""},{""date"":""2023-04-01"",""num"":""5""},{""date"":""2023-05-01"",""num"":""5""},{""date"":""2023-06-01"",""num"":""5""},{""date"":""2023-07-01"",""num"":""4""},{""date"":""2023-08-01"",""num"":""4""},{""date"":""2023-09-01"",""num"":""8""},{""date"":""2023-10-01"",""num"":""5""},{""date"":""2023-11-01"",""num"":""5""},{""date"":""2023-12-01"",""num"":""5""},{""date"":""2024-01-01"",""num"":""5""},{""date"":""2024-02-01"",""num"":""5""},{""date"":""2024-03-01"",""num"":""5""},{""date"":""2024-04-01"",""num"":""5""}]",2008,1,自動車部品・カー用品製造業界の会社,222
有限会社三栄商事,3000000.0,埼玉県三郷市戸ケ崎３丁目３４７番地,"[{""date"":""2023-03-01"",""num"":""3""},{""date"":""2023-05-01"",""num"":""3""},{""date"":""2023-06-01"",""num"":""3""},{""date"":""2023-07-01"",""num"":""3""},{""date"":""2023-08-01"",""num"":""3""},{""date"":""2023-09-01"",""num"":""3""},{""date"":""2023-10-01"",""num"":""3""},{""date"":""2023-11-01"",""num"":""3""},{""date"":""2023-12-01"",""num"":""3""},{""date"":""2024-01-01"",""num"":""3""},{""date"":""2024-02-01"",""num"":""3""},{""date"":""2024-03-01"",""num"":""3""},{""date"":""2024-04-01"",""num"":""3""}]",1992,2,マンション・アパート賃貸業界の会社,224
株式会社えくぼ,,東京都世田谷区等々力６丁目２１番１６号,"[{""date"":""2023-03-01"",""num"":""1""},{""date"":""2023-04-01"",""num"":""1""},{""date"":""2023-05-01"",""num"":""1""},{""date"":""2023-06-01"",""num"":""1""},{""date"":""2023-07-01"",""num"":""1""},{""date"":""2023-08-01"",""num"":""1""},{""date"":""2023-09-01"",""num"":""1""},{""date"":""2023-10-01"",""num"":""1""},{""date"":""2023-11-01"",""num"":""1""},{""date"":""2023-12-01"",""num"":""1""},{""date"":""2024-01-01"",""num"":""1""},{""date"":""2024-02-01"",""num"":""1""},{""date"":""2024-03-01"",""num"":""1""},{""date"":""2024-04-01"",""num"":""1""}]",2011,1,医療・療養施設(病院など)業界の会社,208
