name,capital_fund,registered_address,num_employees_updates,established_year_month,category_count,main_category_name,basic_score
株式会社扶桑農産,,愛知県丹羽郡扶桑町大字柏森字花立１３７番地,"[{""date"":""2023-03-01"",""num"":""10""},{""date"":""2023-04-01"",""num"":""10""},{""date"":""2023-05-01"",""num"":""9""},{""date"":""2023-06-01"",""num"":""12""},{""date"":""2023-07-01"",""num"":""12""},{""date"":""2023-08-01"",""num"":""12""},{""date"":""2023-09-01"",""num"":""12""},{""date"":""2023-10-01"",""num"":""12""},{""date"":""2023-11-01"",""num"":""12""},{""date"":""2023-12-01"",""num"":""12""},{""date"":""2024-01-01"",""num"":""12""},{""date"":""2024-02-01"",""num"":""12""},{""date"":""2024-03-01"",""num"":""12""},{""date"":""2024-04-01"",""num"":""12""}]",1982,1,農業界の会社,172
有限会社新生エンジニアリング,,福岡県大牟田市浜田町１７番地の７,"[{""date"":""2023-03-01"",""num"":""7""},{""date"":""2023-04-01"",""num"":""7""},{""date"":""2023-05-01"",""num"":""7""},{""date"":""2023-06-01"",""num"":""7""},{""date"":""2023-07-01"",""num"":""7""},{""date"":""2023-08-01"",""num"":""7""},{""date"":""2023-09-01"",""num"":""7""},{""date"":""2023-10-01"",""num"":""7""},{""date"":""2023-11-01"",""num"":""7""},{""date"":""2023-12-01"",""num"":""7""},{""date"":""2024-01-01"",""num"":""7""},{""date"":""2024-02-01"",""num"":""7""},{""date"":""2024-03-01"",""num"":""7""},{""date"":""2024-04-01"",""num"":""7""}]",1979,1,機械設計業界の会社,209
株式会社浜教育研究所,100000000.0,兵庫県西宮市甲風園１丁目５番２４号,"[{""date"":""2023-03-01"",""num"":""0""},{""date"":""2023-04-01"",""num"":""0""},{""date"":""2023-05-01"",""num"":""0""},{""date"":""2023-06-01"",""num"":""0""},{""date"":""2023-07-01"",""num"":""0""},{""date"":""2023-08-01"",""num"":""0""},{""date"":""2023-09-01"",""num"":""0""},{""date"":""2023-10-01"",""num"":""0""},{""date"":""2023-11-01"",""num"":""0""},{""date"":""2023-12-01"",""num"":""0""},{""date"":""2024-01-01"",""num"":""0""},{""date"":""2024-02-01"",""num"":""0""},{""date"":""2024-03-01"",""num"":""0""},{""date"":""2024-04-01"",""num"":""0""}]",2006,2,塾・受験予備校業界の会社,197
株式会社ヒューマンリソースサポート,,福岡県福岡市中央区唐人町１丁目１２番１８号ベルメゾン唐人町９０１,"[{""date"":""2023-03-01"",""num"":""14""},{""date"":""2023-04-01"",""num"":""13""},{""date"":""2023-05-01"",""num"":""13""},{""date"":""2023-06-01"",""num"":""13""},{""date"":""2023-07-01"",""num"":""13""},{""date"":""2023-08-01"",""num"":""12""},{""date"":""2023-09-01"",""num"":""12""},{""date"":""2023-10-01"",""num"":""13""},{""date"":""2023-11-01"",""num"":""13""},{""date"":""2023-12-01"",""num"":""13""},{""date"":""2024-01-01"",""num"":""13""},{""date"":""2024-02-01"",""num"":""13""},{""date"":""2024-03-01"",""num"":""13""},{""date"":""2024-04-01"",""num"":""13""}]",2003,2,企業研修業界の会社,170
ルーキーワークス株式会社,10000000.0,東京都千代田区西神田２丁目１－２西神田センタービル５Ｆ,"[{""date"":""2023-03-01"",""num"":""1""},{""date"":""2023-04-01"",""num"":""1""},{""date"":""2023-05-01"",""num"":""1""},{""date"":""2023-06-01"",""num"":""1""},{""date"":""2023-07-01"",""num"":""1""},{""date"":""2023-08-01"",""num"":""1""},{""date"":""2023-09-01"",""num"":""1""},{""date"":""2023-10-01"",""num"":""1""},{""date"":""2023-11-01"",""num"":""1""},{""date"":""2023-12-01"",""num"":""1""},{""date"":""2024-01-01"",""num"":""1""},{""date"":""2024-02-01"",""num"":""1""},{""date"":""2024-03-01"",""num"":""1""},{""date"":""2024-04-01"",""num"":""1""}]",2013,3,広告運用コンサルティング業界の会社,187
平和鉄構株式会社,20000000.0,北海道旭川市工業団地三条３丁目３番２号,"[{""date"":""2023-03-01"",""num"":""23""},{""date"":""2023-04-01"",""num"":""23""},{""date"":""2023-05-01"",""num"":""23""},{""date"":""2023-06-01"",""num"":""22""},{""date"":""2023-07-01"",""num"":""22""},{""date"":""2023-08-01"",""num"":""22""},{""date"":""2023-09-01"",""num"":""22""},{""date"":""2023-10-01"",""num"":""22""},{""date"":""2023-11-01"",""num"":""22""},{""date"":""2023-12-01"",""num"":""23""},{""date"":""2024-01-01"",""num"":""23""},{""date"":""2024-02-01"",""num"":""23""},{""date"":""2024-03-01"",""num"":""23""},{""date"":""2024-04-01"",""num"":""23""}]",1976,4,交通関連土木工事業界の会社,184
蜜屋本舗株式会社,10000000.0,広島県呉市中通３丁目５番１０号,"[{""date"":""2023-03-01"",""num"":""20""},{""date"":""2023-04-01"",""num"":""20""},{""date"":""2023-05-01"",""num"":""20""},{""date"":""2023-06-01"",""num"":""21""},{""date"":""2023-07-01"",""num"":""21""},{""date"":""2023-08-01"",""num"":""20""},{""date"":""2023-09-01"",""num"":""19""},{""date"":""2023-10-01"",""num"":""19""},{""date"":""2023-11-01"",""num"":""19""},{""date"":""2023-12-01"",""num"":""21""},{""date"":""2024-01-01"",""num"":""21""},{""date"":""2024-02-01"",""num"":""22""},{""date"":""2024-03-01"",""num"":""21""},{""date"":""2024-04-01"",""num"":""21""}]",1951,2,和菓子業界の会社,155
有限会社高田王冠製作所,11000000.0,埼玉県八潮市大字木曽根字上６０３番地１,"[{""date"":""2023-03-01"",""num"":""40""},{""date"":""2023-05-01"",""num"":""40""},{""date"":""2023-06-01"",""num"":""40""},{""date"":""2023-07-01"",""num"":""40""},{""date"":""2023-08-01"",""num"":""40""},{""date"":""2023-09-01"",""num"":""40""},{""date"":""2023-10-01"",""num"":""40""},{""date"":""2023-11-01"",""num"":""39""},{""date"":""2023-12-01"",""num"":""39""},{""date"":""2024-01-01"",""num"":""39""},{""date"":""2024-02-01"",""num"":""38""},{""date"":""2024-03-01"",""num"":""38""},{""date"":""2024-04-01"",""num"":""39""}]",1952,2,金属加工請負業界の会社,180
株式会社ジェイキューブ,,埼玉県川口市大字差間４０番地の８,"[{""date"":""2023-03-01"",""num"":""1""},{""date"":""2023-04-01"",""num"":""1""},{""date"":""2023-05-01"",""num"":""1""},{""date"":""2023-06-01"",""num"":""1""},{""date"":""2023-07-01"",""num"":""1""},{""date"":""2023-08-01"",""num"":""1""},{""date"":""2023-09-01"",""num"":""1""},{""date"":""2023-10-01"",""num"":""1""},{""date"":""2023-11-01"",""num"":""1""},{""date"":""2023-12-01"",""num"":""1""},{""date"":""2024-01-01"",""num"":""1""},{""date"":""2024-02-01"",""num"":""1""},{""date"":""2024-03-01"",""num"":""1""},{""date"":""2024-04-01"",""num"":""1""}]",2011,2,雑誌出版業界の会社,217
エバー産業株式会社,25050000.0,東京都千代田区神田佐久間町３丁目３７番地,"[{""date"":""2023-03-01"",""num"":""5""},{""date"":""2023-04-01"",""num"":""5""},{""date"":""2023-05-01"",""num"":""5""},{""date"":""2023-06-01"",""num"":""5""},{""date"":""2023-07-01"",""num"":""5""},{""date"":""2023-08-01"",""num"":""5""},{""date"":""2023-09-01"",""num"":""5""},{""date"":""2023-10-01"",""num"":""5""},{""date"":""2023-11-01"",""num"":""5""},{""date"":""2023-12-01"",""num"":""5""},{""date"":""2024-01-01"",""num"":""5""},{""date"":""2024-02-01"",""num"":""5""},{""date"":""2024-03-01"",""num"":""5""},{""date"":""2024-04-01"",""num"":""5""}]",1986,1,樹脂製品(プラスチック製品など)製造業界の会社,253
株式会社トワール,10000000.0,大阪府大阪市中央区博労町１丁目２番８号,"[{""date"":""2023-03-01"",""num"":""5""},{""date"":""2023-04-01"",""num"":""5""},{""date"":""2023-05-01"",""num"":""5""},{""date"":""2023-06-01"",""num"":""5""},{""date"":""2023-07-01"",""num"":""5""},{""date"":""2023-08-01"",""num"":""5""},{""date"":""2023-09-01"",""num"":""5""},{""date"":""2023-10-01"",""num"":""5""},{""date"":""2023-11-01"",""num"":""5""},{""date"":""2023-12-01"",""num"":""5""},{""date"":""2024-01-01"",""num"":""5""},{""date"":""2024-02-01"",""num"":""5""},{""date"":""2024-03-01"",""num"":""5""},{""date"":""2024-04-01"",""num"":""5""}]",1987,1,繊維製造業界の会社,189
アウェイクアイ株式会社,18000000.0,神奈川県相模原市中央区相模原２丁目１３番２号服部相模原ビル４０６号,"[{""date"":""2023-03-01"",""num"":""31""},{""date"":""2023-04-01"",""num"":""31""},{""date"":""2023-05-01"",""num"":""31""},{""date"":""2023-06-01"",""num"":""33""},{""date"":""2023-07-01"",""num"":""32""},{""date"":""2023-08-01"",""num"":""32""},{""date"":""2023-09-01"",""num"":""32""},{""date"":""2023-10-01"",""num"":""32""},{""date"":""2023-11-01"",""num"":""31""},{""date"":""2023-12-01"",""num"":""31""},{""date"":""2024-01-01"",""num"":""31""},{""date"":""2024-02-01"",""num"":""31""},{""date"":""2024-03-01"",""num"":""31""},{""date"":""2024-04-01"",""num"":""31""}]",2006,3,製造業・技術系人材派遣業界の会社,147
有限会社たむらソーシャルネット,,大阪府大阪市中央区安堂寺町２丁目２番１５号７階,"[{""date"":""2023-03-01"",""num"":""7""},{""date"":""2023-04-01"",""num"":""7""},{""date"":""2023-05-01"",""num"":""7""},{""date"":""2023-06-01"",""num"":""6""},{""date"":""2023-07-01"",""num"":""5""},{""date"":""2023-08-01"",""num"":""6""},{""date"":""2023-09-01"",""num"":""6""},{""date"":""2023-10-01"",""num"":""6""},{""date"":""2023-11-01"",""num"":""5""},{""date"":""2023-12-01"",""num"":""5""},{""date"":""2024-01-01"",""num"":""5""},{""date"":""2024-02-01"",""num"":""5""},{""date"":""2024-03-01"",""num"":""5""},{""date"":""2024-04-01"",""num"":""4""}]",1999,4,障害者福祉業界の会社,214
御前崎物流株式会社,60000000.0,静岡県御前崎市港６１０６番地の２,"[{""date"":""2023-03-01"",""num"":""22""},{""date"":""2023-04-01"",""num"":""22""},{""date"":""2023-05-01"",""num"":""23""},{""date"":""2023-06-01"",""num"":""23""},{""date"":""2023-07-01"",""num"":""23""},{""date"":""2023-08-01"",""num"":""23""},{""date"":""2023-09-01"",""num"":""23""},{""date"":""2023-11-01"",""num"":""23""},{""date"":""2023-12-01"",""num"":""23""},{""date"":""2024-01-01"",""num"":""23""},{""date"":""2024-02-01"",""num"":""22""},{""date"":""2024-03-01"",""num"":""22""},{""date"":""2024-04-01"",""num"":""22""}]",1963,1,一般貨物輸送業界の会社,245
有限会社立川紙器製作所,,東京都八王子市四谷町１９１７番地の４１,"[{""date"":""2023-03-01"",""num"":""16""},{""date"":""2023-04-01"",""num"":""17""},{""date"":""2023-05-01"",""num"":""17""},{""date"":""2023-06-01"",""num"":""18""},{""date"":""2023-07-01"",""num"":""18""},{""date"":""2023-08-01"",""num"":""17""},{""date"":""2023-09-01"",""num"":""16""},{""date"":""2023-10-01"",""num"":""17""},{""date"":""2023-11-01"",""num"":""16""},{""date"":""2023-12-01"",""num"":""16""},{""date"":""2024-01-01"",""num"":""16""},{""date"":""2024-02-01"",""num"":""16""},{""date"":""2024-03-01"",""num"":""17""},{""date"":""2024-04-01"",""num"":""17""}]",1964,1,紙類包装資材製造業界の会社,188
有限会社バイパーテック,3000000.0,福岡県北九州市戸畑区丸町２丁目５番１－２０５号,"[{""date"":""2023-03-01"",""num"":""1""},{""date"":""2023-04-01"",""num"":""1""},{""date"":""2023-05-01"",""num"":""1""},{""date"":""2023-06-01"",""num"":""1""},{""date"":""2023-07-01"",""num"":""1""},{""date"":""2023-08-01"",""num"":""1""},{""date"":""2023-09-01"",""num"":""1""},{""date"":""2023-10-01"",""num"":""1""},{""date"":""2023-11-01"",""num"":""1""},{""date"":""2023-12-01"",""num"":""1""},{""date"":""2024-01-01"",""num"":""1""},{""date"":""2024-02-01"",""num"":""1""},{""date"":""2024-03-01"",""num"":""1""},{""date"":""2024-04-01"",""num"":""1""}]",2004,3,リサイクル業界の会社,168
下山電気株式会社,10000000.0,埼玉県蕨市南町２丁目１４番２１号,"[{""date"":""2023-03-01"",""num"":""3""},{""date"":""2023-05-01"",""num"":""3""},{""date"":""2023-06-01"",""num"":""3""},{""date"":""2023-07-01"",""num"":""3""},{""date"":""2023-08-01"",""num"":""1""},{""date"":""2023-09-01"",""num"":""1""},{""date"":""2023-10-01"",""num"":""1""},{""date"":""2023-11-01"",""num"":""1""},{""date"":""2023-12-01"",""num"":""1""},{""date"":""2024-01-01"",""num"":""1""},{""date"":""2024-02-01"",""num"":""1""},{""date"":""2024-03-01"",""num"":""1""},{""date"":""2024-04-01"",""num"":""1""}]",1972,2,産業用電気設備工事業界の会社,235
有限会社坪川自動車,5000000.0,福井県福井市飯塚町第１６号１４番地の１,"[{""date"":""2023-03-01"",""num"":""6""},{""date"":""2023-04-01"",""num"":""6""},{""date"":""2023-05-01"",""num"":""6""},{""date"":""2023-07-01"",""num"":""7""},{""date"":""2023-08-01"",""num"":""7""},{""date"":""2023-09-01"",""num"":""7""},{""date"":""2023-10-01"",""num"":""7""},{""date"":""2023-11-01"",""num"":""7""},{""date"":""2023-12-01"",""num"":""7""},{""date"":""2024-01-01"",""num"":""7""},{""date"":""2024-02-01"",""num"":""7""},{""date"":""2024-03-01"",""num"":""7""},{""date"":""2024-04-01"",""num"":""7""}]",1997,5,自動車整備業界の会社,122
株式会社メディックワークス,3000000.0,東京都港区南青山３丁目１番３１号,"[{""date"":""2023-03-01"",""num"":""3""},{""date"":""2023-04-01"",""num"":""3""},{""date"":""2023-05-01"",""num"":""3""},{""date"":""2023-06-01"",""num"":""3""},{""date"":""2023-07-01"",""num"":""3""},{""date"":""2023-08-01"",""num"":""3""},{""date"":""2023-09-01"",""num"":""3""},{""date"":""2023-10-01"",""num"":""3""},{""date"":""2023-11-01"",""num"":""3""},{""date"":""2023-12-01"",""num"":""3""},{""date"":""2024-01-01"",""num"":""4""},{""date"":""2024-02-01"",""num"":""4""},{""date"":""2024-03-01"",""num"":""4""},{""date"":""2024-04-01"",""num"":""4""}]",2007,2,電子書籍出版業界の会社,224
株式会社マツバラ,50000000.0,富山県富山市西中野町１丁目１５番３５号,"[{""date"":""2023-03-01"",""num"":""6""},{""date"":""2023-04-01"",""num"":""6""},{""date"":""2023-05-01"",""num"":""6""},{""date"":""2023-06-01"",""num"":""6""},{""date"":""2023-07-01"",""num"":""6""},{""date"":""2023-08-01"",""num"":""6""},{""date"":""2023-09-01"",""num"":""6""},{""date"":""2023-10-01"",""num"":""6""},{""date"":""2023-11-01"",""num"":""6""},{""date"":""2023-12-01"",""num"":""5""},{""date"":""2024-01-01"",""num"":""5""},{""date"":""2024-02-01"",""num"":""6""},{""date"":""2024-03-01"",""num"":""6""},{""date"":""2024-04-01"",""num"":""6""}]",1993,3,化学品・医薬品専門商社業界の会社,235
不動ホーム株式会社,,沖縄県浦添市牧港２丁目３３番７号,"[{""date"":""2023-03-01"",""num"":""0""},{""date"":""2023-04-01"",""num"":""0""},{""date"":""2023-05-01"",""num"":""0""},{""date"":""2023-06-01"",""num"":""0""},{""date"":""2023-08-01"",""num"":""0""},{""date"":""2023-09-01"",""num"":""0""},{""date"":""2023-10-01"",""num"":""0""},{""date"":""2023-11-01"",""num"":""0""},{""date"":""2023-12-01"",""num"":""0""},{""date"":""2024-01-01"",""num"":""0""},{""date"":""2024-02-01"",""num"":""0""},{""date"":""2024-03-01"",""num"":""0""},{""date"":""2024-04-01"",""num"":""0""}]",2009,2,高齢者向け福祉業界の会社,184
有限会社西尾システム,3000000.0,福岡県筑紫野市塔原東２丁目１０番２号,"[{""date"":""2023-03-01"",""num"":""2""},{""date"":""2023-04-01"",""num"":""2""},{""date"":""2023-05-01"",""num"":""2""},{""date"":""2023-06-01"",""num"":""2""},{""date"":""2023-07-01"",""num"":""2""},{""date"":""2023-08-01"",""num"":""2""},{""date"":""2023-09-01"",""num"":""2""},{""date"":""2023-10-01"",""num"":""2""},{""date"":""2023-11-01"",""num"":""2""},{""date"":""2023-12-01"",""num"":""2""},{""date"":""2024-01-01"",""num"":""2""},{""date"":""2024-02-01"",""num"":""2""},{""date"":""2024-03-01"",""num"":""2""},{""date"":""2024-04-01"",""num"":""2""}]",2005,1,システム開発業界の会社,190
株式会社ベネフィット・ワン,1527000000.0,東京都新宿区西新宿３丁目７番１号,"[{""date"":""2023-03-01"",""num"":""1294""},{""date"":""2023-04-01"",""num"":""1304""},{""date"":""2023-05-01"",""num"":""1304""},{""date"":""2023-06-01"",""num"":""1350""},{""date"":""2023-07-01"",""num"":""1344""},{""date"":""2023-08-01"",""num"":""1349""},{""date"":""2023-09-01"",""num"":""1352""},{""date"":""2023-10-01"",""num"":""1348""},{""date"":""2023-11-01"",""num"":""1352""},{""date"":""2023-12-01"",""num"":""1345""},{""date"":""2024-01-01"",""num"":""1341""},{""date"":""2024-02-01"",""num"":""1345""},{""date"":""2024-03-01"",""num"":""1347""},{""date"":""2024-04-01"",""num"":""1375""}]",1996,3,その他業務請負業界の会社,136
株式会社ニッソク,,青森県青森市栄町１丁目１番２１号,"[{""date"":""2023-03-01"",""num"":""28""},{""date"":""2023-04-01"",""num"":""28""},{""date"":""2023-05-01"",""num"":""26""},{""date"":""2023-06-01"",""num"":""26""},{""date"":""2023-07-01"",""num"":""27""},{""date"":""2023-08-01"",""num"":""26""},{""date"":""2023-09-01"",""num"":""26""},{""date"":""2023-10-01"",""num"":""26""},{""date"":""2023-11-01"",""num"":""26""},{""date"":""2023-12-01"",""num"":""26""},{""date"":""2024-01-01"",""num"":""26""},{""date"":""2024-02-01"",""num"":""26""},{""date"":""2024-03-01"",""num"":""26""},{""date"":""2024-04-01"",""num"":""26""}]",1981,2,土木・建築設計業界の会社,152
株式会社大倉海産,15000000.0,大阪府大阪市福島区野田１丁目１番８６号大阪市中央卸売市場内,"[{""date"":""2023-03-01"",""num"":""9""},{""date"":""2023-04-01"",""num"":""10""},{""date"":""2023-05-01"",""num"":""8""},{""date"":""2023-06-01"",""num"":""8""},{""date"":""2023-07-01"",""num"":""10""},{""date"":""2023-08-01"",""num"":""11""},{""date"":""2023-09-01"",""num"":""11""},{""date"":""2023-10-01"",""num"":""11""},{""date"":""2023-11-01"",""num"":""9""},{""date"":""2024-01-01"",""num"":""8""},{""date"":""2024-02-01"",""num"":""10""},{""date"":""2024-03-01"",""num"":""11""},{""date"":""2024-04-01"",""num"":""11""}]",1965,3,食品店業界の会社,195
株式会社日本ケアクオリティ,,静岡県駿東郡長泉町中土狩３９１番地の６,"[{""date"":""2023-03-01"",""num"":""366""},{""date"":""2023-04-01"",""num"":""370""},{""date"":""2023-05-01"",""num"":""367""},{""date"":""2023-06-01"",""num"":""375""},{""date"":""2023-07-01"",""num"":""383""},{""date"":""2023-08-01"",""num"":""383""},{""date"":""2023-09-01"",""num"":""376""},{""date"":""2023-10-01"",""num"":""376""},{""date"":""2023-11-01"",""num"":""376""},{""date"":""2023-12-01"",""num"":""375""},{""date"":""2024-01-01"",""num"":""376""},{""date"":""2024-02-01"",""num"":""371""},{""date"":""2024-03-01"",""num"":""368""},{""date"":""2024-04-01"",""num"":""372""}]",2002,1,高齢者向け福祉業界の会社,194
ヤワタ工業株式会社,,群馬県高崎市若田町１０番地１,"[{""date"":""2023-03-01"",""num"":""2""},{""date"":""2023-04-01"",""num"":""2""},{""date"":""2023-05-01"",""num"":""2""},{""date"":""2023-06-01"",""num"":""4""},{""date"":""2023-07-01"",""num"":""4""},{""date"":""2023-08-01"",""num"":""4""},{""date"":""2023-09-01"",""num"":""4""},{""date"":""2023-10-01"",""num"":""2""},{""date"":""2023-11-01"",""num"":""2""},{""date"":""2023-12-01"",""num"":""2""},{""date"":""2024-01-01"",""num"":""2""},{""date"":""2024-02-01"",""num"":""2""},{""date"":""2024-03-01"",""num"":""2""},{""date"":""2024-04-01"",""num"":""2""}]",1999,3,その他土木工事業界の会社,215
株式会社インフォブリッジ,5000000.0,北海道札幌市白石区平和通６丁目北１０番２１号,"[{""date"":""2023-03-01"",""num"":""6""},{""date"":""2023-05-01"",""num"":""6""},{""date"":""2023-06-01"",""num"":""6""},{""date"":""2023-07-01"",""num"":""6""},{""date"":""2023-08-01"",""num"":""6""},{""date"":""2023-09-01"",""num"":""6""},{""date"":""2023-10-01"",""num"":""6""},{""date"":""2023-11-01"",""num"":""6""},{""date"":""2023-12-01"",""num"":""6""},{""date"":""2024-01-01"",""num"":""6""},{""date"":""2024-02-01"",""num"":""6""},{""date"":""2024-03-01"",""num"":""6""},{""date"":""2024-04-01"",""num"":""6""}]",1998,4,ソフトウェア専門商社業界の会社,208
株式会社ケーツーコミュニケーションズ,20000000.0,東京都千代田区内神田１丁目１３番１号,"[{""date"":""2023-03-01"",""num"":""3""},{""date"":""2023-04-01"",""num"":""3""},{""date"":""2023-05-01"",""num"":""3""},{""date"":""2023-06-01"",""num"":""3""},{""date"":""2023-07-01"",""num"":""3""},{""date"":""2023-08-01"",""num"":""3""},{""date"":""2023-09-01"",""num"":""3""},{""date"":""2023-10-01"",""num"":""3""},{""date"":""2023-11-01"",""num"":""3""},{""date"":""2023-12-01"",""num"":""3""},{""date"":""2024-01-01"",""num"":""3""},{""date"":""2024-02-01"",""num"":""3""},{""date"":""2024-03-01"",""num"":""4""},{""date"":""2024-04-01"",""num"":""4""}]",1991,2,化粧品製造業界の会社,192
あゆわら株式会社,8250000.0,埼玉県蓮田市大字高虫１７４０番地の５,"[{""date"":""2023-03-01"",""num"":""1""},{""date"":""2023-04-01"",""num"":""1""},{""date"":""2023-05-01"",""num"":""1""},{""date"":""2023-06-01"",""num"":""1""},{""date"":""2023-07-01"",""num"":""1""},{""date"":""2023-08-01"",""num"":""1""},{""date"":""2023-09-01"",""num"":""1""},{""date"":""2023-10-01"",""num"":""1""},{""date"":""2023-11-01"",""num"":""1""},{""date"":""2023-12-01"",""num"":""1""},{""date"":""2024-01-01"",""num"":""1""},{""date"":""2024-02-01"",""num"":""1""},{""date"":""2024-03-01"",""num"":""1""},{""date"":""2024-04-01"",""num"":""1""}]",2008,3,デザイン業界の会社,197
有限会社ＮＣＳ,250000.0,神奈川県横浜市鶴見区鶴見中央２丁目２番１４号,"[{""date"":""2023-03-01"",""num"":""1""},{""date"":""2023-04-01"",""num"":""1""},{""date"":""2023-05-01"",""num"":""1""},{""date"":""2023-06-01"",""num"":""1""},{""date"":""2023-07-01"",""num"":""1""},{""date"":""2023-08-01"",""num"":""1""},{""date"":""2023-09-01"",""num"":""1""},{""date"":""2023-10-01"",""num"":""1""},{""date"":""2023-11-01"",""num"":""1""},{""date"":""2023-12-01"",""num"":""1""},{""date"":""2024-01-01"",""num"":""1""},{""date"":""2024-02-01"",""num"":""1""},{""date"":""2024-03-01"",""num"":""1""},{""date"":""2024-04-01"",""num"":""1""}]",2005,3,システム開発業界の会社,197
トーシン通商株式会社,16000000.0,石川県金沢市横川３丁目２３番地２,"[{""date"":""2023-03-01"",""num"":""1""},{""date"":""2023-05-01"",""num"":""1""},{""date"":""2023-06-01"",""num"":""1""},{""date"":""2023-07-01"",""num"":""1""},{""date"":""2023-08-01"",""num"":""1""},{""date"":""2023-09-01"",""num"":""1""},{""date"":""2023-10-01"",""num"":""1""},{""date"":""2023-11-01"",""num"":""1""},{""date"":""2023-12-01"",""num"":""1""},{""date"":""2024-01-01"",""num"":""1""},{""date"":""2024-02-01"",""num"":""1""},{""date"":""2024-03-01"",""num"":""1""},{""date"":""2024-04-01"",""num"":""1""}]",1980,4,マンション・ビル管理業界の会社,175
報友梱包運輸株式会社,10000000.0,東京都世田谷区船橋６丁目６番１２号,"[{""date"":""2023-03-01"",""num"":""55""},{""date"":""2023-04-01"",""num"":""55""},{""date"":""2023-05-01"",""num"":""55""},{""date"":""2023-06-01"",""num"":""56""},{""date"":""2023-07-01"",""num"":""55""},{""date"":""2023-08-01"",""num"":""54""},{""date"":""2023-09-01"",""num"":""54""},{""date"":""2023-10-01"",""num"":""54""},{""date"":""2023-11-01"",""num"":""57""},{""date"":""2023-12-01"",""num"":""60""},{""date"":""2024-01-01"",""num"":""60""},{""date"":""2024-02-01"",""num"":""60""},{""date"":""2024-03-01"",""num"":""60""},{""date"":""2024-04-01"",""num"":""61""}]",1975,3,一般貨物輸送業界の会社,140
株式会社ハイファイブ,7500000.0,東京都渋谷区本町５丁目２６番４号,"[{""date"":""2023-03-01"",""num"":""2""},{""date"":""2023-04-01"",""num"":""2""},{""date"":""2023-05-01"",""num"":""2""},{""date"":""2023-06-01"",""num"":""2""},{""date"":""2023-07-01"",""num"":""2""},{""date"":""2023-08-01"",""num"":""2""},{""date"":""2023-09-01"",""num"":""2""},{""date"":""2023-10-01"",""num"":""2""},{""date"":""2023-11-01"",""num"":""2""},{""date"":""2023-12-01"",""num"":""2""},{""date"":""2024-01-01"",""num"":""2""},{""date"":""2024-02-01"",""num"":""2""},{""date"":""2024-03-01"",""num"":""2""},{""date"":""2024-04-01"",""num"":""2""}]",2006,1,Web制作業界の会社,176
協同フイツシユミール工業株式会社,99000000.0,東京都港区港南２丁目１２番３３号,"[{""date"":""2023-03-01"",""num"":""32""},{""date"":""2023-04-01"",""num"":""32""},{""date"":""2023-05-01"",""num"":""32""},{""date"":""2023-06-01"",""num"":""33""},{""date"":""2023-07-01"",""num"":""33""},{""date"":""2023-08-01"",""num"":""33""},{""date"":""2023-09-01"",""num"":""34""},{""date"":""2023-10-01"",""num"":""34""},{""date"":""2023-11-01"",""num"":""34""},{""date"":""2023-12-01"",""num"":""35""},{""date"":""2024-01-01"",""num"":""35""},{""date"":""2024-02-01"",""num"":""35""},{""date"":""2024-03-01"",""num"":""35""},{""date"":""2024-04-01"",""num"":""35""}]",1979,1,農業界の会社,175
株式会社清野機械,10000000.0,北海道札幌市東区栄町８９９番地１４,"[{""date"":""2023-03-01"",""num"":""4""},{""date"":""2023-04-01"",""num"":""4""},{""date"":""2023-05-01"",""num"":""4""},{""date"":""2023-06-01"",""num"":""4""},{""date"":""2023-07-01"",""num"":""4""},{""date"":""2023-08-01"",""num"":""4""},{""date"":""2023-09-01"",""num"":""4""},{""date"":""2023-10-01"",""num"":""4""},{""date"":""2023-11-01"",""num"":""4""},{""date"":""2023-12-01"",""num"":""4""},{""date"":""2024-01-01"",""num"":""4""},{""date"":""2024-02-01"",""num"":""4""},{""date"":""2024-03-01"",""num"":""4""},{""date"":""2024-04-01"",""num"":""4""}]",1979,1,動力装置製造業界の会社,180
株式会社三浦石材,20000000.0,大分県竹田市久住町大字栢木６９３０番地,"[{""date"":""2023-03-01"",""num"":""5""},{""date"":""2023-04-01"",""num"":""5""},{""date"":""2023-05-01"",""num"":""5""},{""date"":""2023-06-01"",""num"":""5""},{""date"":""2023-07-01"",""num"":""5""},{""date"":""2023-08-01"",""num"":""5""},{""date"":""2023-09-01"",""num"":""5""},{""date"":""2023-10-01"",""num"":""5""},{""date"":""2023-11-01"",""num"":""5""},{""date"":""2023-12-01"",""num"":""5""},{""date"":""2024-01-01"",""num"":""5""},{""date"":""2024-02-01"",""num"":""5""},{""date"":""2024-03-01"",""num"":""5""},{""date"":""2024-04-01"",""num"":""5""}]",1989,3,葬儀業界の会社,160
